2026-02-27 09:35:01 | INFO | __main__ | ================================================================================
2026-02-27 09:35:01 | INFO | __main__ | Starting DeBERTa training with config configs/deberta_sentence_rag.yaml
2026-02-27 09:35:01 | INFO | __main__ | Run: model=deberta context=sentence rag=True seed=7 eval=True dry_run=False
2026-02-27 11:00:38 | INFO | __main__ | Test metrics - macro_f1=0.2748 micro_f1=0.3465
2026-02-27 11:00:38 | INFO | __main__ | ================================================================================
context_rag.data.dataset | Loading split validation
2026-02-27 09:35:07 | INFO | value_context_rag.data.dataset | Loading label names from raw data
2026-02-27 09:35:07 | INFO | value_context_rag.models.deberta | Loading DeBERTa model microsoft/deberta-v3-base
2026-02-27 09:35:14 | INFO | value_context_rag.models.training | Forced model parameters to fp32
2026-02-27 09:35:14 | INFO | value_context_rag.models.training | Context budgets: max_length=1024 doc_budget=n/a kb_budget=200
2026-02-27 09:35:14 | INFO | value_context_rag.models.training | Building training contexts (sentence)
2026-02-27 09:36:47 | INFO | value_context_rag.models.training | Building validation contexts (sentence)
2026-02-27 09:37:18 | INFO | value_context_rag.models.training | Training config: batch=8 lr=1e-05 wd=0.15 max_len=1024 accum=2 save_ckpt=True
2026-02-27 09:37:18 | INFO | value_context_rag.models.training | Starting epoch 1/20
2026-02-27 09:43:29 | INFO | value_context_rag.models.training | Epoch 1/20 - train loss 0.0666
2026-02-27 09:43:29 | INFO | value_context_rag.models.training | Evaluating on validation split
2026-02-27 09:44:08 | INFO | value_context_rag.models.training | Validation metrics - macro_f1=0.0965 micro_f1=0.2481
2026-02-27 09:44:08 | INFO | value_context_rag.models.training | Saved best checkpoint to results/checkpoints/deberta_sentence_rag_seed7_best.pt
2026-02-27 09:44:09 | INFO | value_context_rag.models.training | Saved HF bundle to results/hf_models/deberta_sentence_rag_seed7_best
2026-02-27 09:44:10 | INFO | value_context_rag.models.training | Saved last checkpoint to results/checkpoints/deberta_sentence_rag_seed7_best_last.pt
2026-02-27 09:44:10 | INFO | value_context_rag.models.training | Starting epoch 2/20
2026-02-27 09:50:21 | INFO | value_context_rag.models.training | Epoch 2/20 - train loss 0.0550
2026-02-27 09:50:21 | INFO | value_context_rag.models.training | Evaluating on validation split
2026-02-27 09:50:59 | INFO | value_context_rag.models.training | Validation metrics - macro_f1=0.1645 micro_f1=0.3187
2026-02-27 09:51:00 | INFO | value_context_rag.models.training | Saved best checkpoint to results/checkpoints/deberta_sentence_rag_seed7_best.pt
2026-02-27 09:51:01 | INFO | value_context_rag.models.training | Saved HF bundle to results/hf_models/deberta_sentence_rag_seed7_best
2026-02-27 09:51:03 | INFO | value_context_rag.models.training | Saved last checkpoint to results/checkpoints/deberta_sentence_rag_seed7_best_last.pt
2026-02-27 09:51:03 | INFO | value_context_rag.models.training | Starting epoch 3/20
2026-02-27 09:57:14 | INFO | value_context_rag.models.training | Epoch 3/20 - train loss 0.0514
2026-02-27 09:57:14 | INFO | value_context_rag.models.training | Evaluating on validation split
2026-02-27 09:57:52 | INFO | value_context_rag.models.training | Validation metrics - macro_f1=0.1975 micro_f1=0.3285
